Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in air,UTS,EXP,1e-4 strain rate,298.0,63800277.3925103,None,Pa,F4a,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,UTS,EXP,1e-4 strain rate,298.0,122607489.59778,None,Pa,F4a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,UTS,EXP,1e-4 strain rate,298.0,171705963.938973,None,Pa,F4a,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in air,tensile ductility,EXP,1e-4 strain rate,298.0,0.8151515152,None,%,F4a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in air,tensile ductility,EXP,1e-4 strain rate,298.0,0.6484848485,None,%,F4a,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in vaccuum,tensile ductility,EXP,1e-4 strain rate,298.0,1.196969697,None,%,F4a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in vaccuum,tensile ductility,EXP,1e-4 strain rate,298.0,1.7454545455,None,%,F4a,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in air,compressive ductility,EXP,1e-4 strain rate,298.0,12.3636363636,None,%,F5a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in air,compressive ductility,EXP,1e-4 strain rate,298.0,10.5909090909,None,%,F5a,10.1016/j.msea.2025.149507
dendritic,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,dendritic microstructure; tested in air,UCS,EXP,1e-4 strain rate,298.0,1680000000.0,None,Pa,F5a,10.1016/j.msea.2025.149507
equiaxial,V5 Nb17 Mo19 Ta34 W25,BCC,AAM,equiaxed microstructure; tested in air,UCS,EXP,1e-4 strain rate,298.0,1599000000.0,None,Pa,F5a,10.1016/j.msea.2025.149507
None,V14Nb19Mo20Ta24W23,BCC+BCC,AAM,None,None,None,None,None,None,None,None,None,10.1016/j.jallcom.2024.173656
None,V5Nb17Mo19Ta34W25,BCC,AAM,None,None,None,None,None,None,None,None,None,10.1016/j.jallcom.2024.173656
None,V22Nb24Mo24Ta24W10,BCC+BCC,AAM,None,None,None,None,None,None,None,None,None,10.1016/j.jallcom.2024.173656
"equiatomic",V21Nb18Mo18Ta22W21,BCC+BCC,AAM,single BCC with strong segregation or dual BCC with nearly identical lattice constants,None,None,None,None,None,None,None,None,10.1016/j.jallcom.2024.173656
None,V5Nb17Mo19Ta34W25,BCC,AAM,None,hardness,EXP,None,298.0,4925075400.0,179468100.0,Pa,None,10.1016/j.jallcom.2024.173656
"equiatomic",V21Nb18Mo18Ta22W21,BCC+BCC,AAM,single BCC with strong segregation or dual BCC with nearly identical lattice constants,hardness,EXP,None,298.0,5866547400.0,240271500.0,Pa,None,10.1016/j.jallcom.2024.173656
