Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
HNTT-Cu,Hf20 Nb29.75 Ta29.75 Ti18 Cu2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,573.0,2039856000.0,29421000.0,Pa,T2,10.1063/5.0160762
HNTT-Fe,Hf20 Nb29.75 Ta29.75 Ti18 Fe2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,573.0,2569434000.0,49035000.0,Pa,T2,10.1063/5.0160762
HNTT,Hf20Nb31Ta31Ti18,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,673.0,2206575000.0,39228000.0,Pa,T2,10.1063/5.0160762
HNTT-Mn,Hf20 Nb29.75 Ta29.75 Ti18 Mn2.5,BCC,VAM,prepared and tested under vacuum; significant loss of Mn observed,hardness,EXP,None,673.0,1873137000.0,39228000.0,Pa,T2,10.1063/5.0160762
HNTT-Al ,Hf20 Nb29.75 Ta29.75 Ti18 Al2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,673.0,1843716000.0,39228000.0,Pa,T2,10.1063/5.0160762
HNTT-Cu,Hf20 Nb29.75 Ta29.75 Ti18 Cu2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,673.0,1981014000.0,19614000.0,Pa,T2,10.1063/5.0160762
HNTT-Fe,Hf20 Nb29.75 Ta29.75 Ti18 Fe2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,673.0,2216382000.0,29421000.0,Pa,T2,10.1063/5.0160762
HNTT,Hf20Nb31Ta31Ti18,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,873.0,2216382000.0,29421000.0,Pa,T2,10.1063/5.0160762
HNTT-Mn,Hf20 Nb29.75 Ta29.75 Ti18 Mn2.5,BCC,VAM,prepared and tested under vacuum; significant loss of Mn observed,hardness,EXP,None,873.0,1902558000.0,19614000.0,Pa,T2,10.1063/5.0160762
HNTT-Al ,Hf20 Nb29.75 Ta29.75 Ti18 Al2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,873.0,1833909000.0,39228000.0,Pa,T2,10.1063/5.0160762
HNTT-Cu,Hf20 Nb29.75 Ta29.75 Ti18 Cu2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,873.0,1931979000.0,78456000.0,Pa,T2,10.1063/5.0160762
HNTT-Fe,Hf20 Nb29.75 Ta29.75 Ti18 Fe2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,873.0,2294838000.0,98070000.0,Pa,T2,10.1063/5.0160762
HNTT,Hf20Nb31Ta31Ti18,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,1073.0,2010435000.0,39228000.0,Pa,T2,10.1063/5.0160762
HNTT-Mn,Hf20 Nb29.75 Ta29.75 Ti18 Mn2.5,BCC,VAM,prepared and tested under vacuum; significant loss of Mn observed,hardness,EXP,None,1073.0,1824102000.0,19614000.0,Pa,T2,10.1063/5.0160762
HNTT-Al ,Hf20 Nb29.75 Ta29.75 Ti18 Al2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,1073.0,1824102000.0,29421000.0,Pa,T2,10.1063/5.0160762
HNTT-Cu,Hf20 Nb29.75 Ta29.75 Ti18 Cu2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,1073.0,1824102000.0,29421000.0,Pa,T2,10.1063/5.0160762
HNTT-Fe,Hf20 Nb29.75 Ta29.75 Ti18 Fe2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,1073.0,2177154000.0,58842000.0,Pa,T2,10.1063/5.0160762
HNTT,Hf20Nb31Ta31Ti18,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,1273.0,1500471000.0,49035000.0,Pa,T2,10.1063/5.0160762
HNTT-Mn,Hf20 Nb29.75 Ta29.75 Ti18 Mn2.5,BCC,VAM,prepared and tested under vacuum; significant loss of Mn observed,hardness,EXP,None,1273.0,1284717000.0,58842000.0,Pa,T2,10.1063/5.0160762
HNTT-Al ,Hf20 Nb29.75 Ta29.75 Ti18 Al2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,1273.0,1284717000.0,29421000.0,Pa,T2,10.1063/5.0160762
HNTT-Cu,Hf20 Nb29.75 Ta29.75 Ti18 Cu2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,1273.0,1333752000.0,29421000.0,Pa,T2,10.1063/5.0160762
HNTT-Fe,Hf20 Nb29.75 Ta29.75 Ti18 Fe2.5,BCC,VAM,prepared and tested under vacuum,hardness,EXP,None,1273.0,1216068000.0,49035000.0,Pa,T2,10.1063/5.0160762
None,Nb40 Ti25 Al15 V10 Ta5 Hf3 W2,BCC,AAM,None,compressive yield stress,EXP,strain rate 1e-3,298.0,1024000000.0,7000000.0,Pa,F2,10.1016/j.matchar.2023.113321
None,Nb40 Ti25 Al15 V10 Ta5 Hf3 W2,BCC,AAM,None,compressive yield stress,EXP,strain rate 1e-3,1073.0,611000000.0,24000000.0,Pa,F2,10.1016/j.matchar.2023.113321
None,Nb40 Ti25 Al15 V10 Ta5 Hf3 W2,BCC,AAM,None,compressive yield stress,EXP,strain rate 1e-3,1173.0,437000000.0,8000000.0,Pa,F2,10.1016/j.matchar.2023.113321
None,Nb40 Ti25 Al15 V10 Ta5 Hf3 W2,BCC,AAM,None,compressive yield stress,EXP,strain rate 1e-3,1273.0,237000000.0,8000000.0,Pa,F2,10.1016/j.matchar.2023.113321
None,Nb40 Ti25 Al15 V10 Ta5 Hf3 W2,BCC,AAM+H+AT,homogenized at 1473K for 10h and aged at 923K for 120h,hardness,EXP,None,298.0,3671740800.0,10787700.0,Pa,T4,10.1016/j.matchar.2023.113321
None,Nb40 Ti25 Al15 V10 Ta5 Hf3 W2,BCC,AAM+H+AT,homogenized at 1473K for 10h and aged at 1123K for 120h,hardness,EXP,None,298.0,3471678000.0,16671900.0,Pa,T4,10.1016/j.matchar.2023.113321
None,Ti V Nb,BCC,VAM,None,hardness,EXP,None,298.0,2370351900.0,7845600.0,Pa,None,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,hardness,EXP,None,298.0,2441943000.0,6864900.0,Pa,None,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,hardness,EXP,None,298.0,2671426800.0,54919200.0,Pa,None,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,hardness,EXP,None,298.0,2942100000.0,64726200.0,Pa,None,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,tensile yield stress,EXP,None,298.0,605000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,tensile yield stress,EXP,None,298.0,681000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,tensile yield stress,EXP,None,298.0,738000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,tensile yield stress,EXP,None,298.0,830000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,tensile yield stress,EXP,None,873.0,373000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,tensile yield stress,EXP,None,873.0,423000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,tensile yield stress,EXP,None,873.0,514000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,tensile yield stress,EXP,None,873.0,545000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,tensile yield stress,EXP,None,1073.0,344000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,tensile yield stress,EXP,None,1073.0,434000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,tensile yield stress,EXP,None,1073.0,449000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,tensile yield stress,EXP,None,1073.0,451000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,UTS,EXP,None,298.0,639000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,UTS,EXP,None,298.0,713000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,UTS,EXP,None,298.0,766000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,UTS,EXP,None,298.0,872000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,UTS,EXP,None,873.0,456000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,UTS,EXP,None,873.0,486000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,UTS,EXP,None,873.0,577000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,UTS,EXP,None,873.0,617000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,UTS,EXP,None,1073.0,371000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,UTS,EXP,None,1073.0,454000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,UTS,EXP,None,1073.0,457000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,UTS,EXP,None,1073.0,467000000.0,None,Pa,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,tensile ductility,EXP,None,298.0,18.5,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,tensile ductility,EXP,None,298.0,17.4,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,tensile ductility,EXP,None,298.0,15.8,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,tensile ductility,EXP,None,298.0,13.3,None,%,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,tensile ductility,EXP,None,873.0,24.6,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,tensile ductility,EXP,None,873.0,14.2,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,tensile ductility,EXP,None,873.0,19.1,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,tensile ductility,EXP,None,873.0,14.1,None,%,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,tensile ductility,EXP,None,1073.0,8.2,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,tensile ductility,EXP,None,1073.0,5.2,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,tensile ductility,EXP,None,1073.0,5.3,None,%,F2,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,tensile ductility,EXP,None,1073.0,4.9,None,%,F2,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,compressive yield stress,EXP,None,298.0,688000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,compressive yield stress,EXP,None,298.0,671000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,compressive yield stress,EXP,None,298.0,756000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,compressive yield stress,EXP,None,298.0,814000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,compressive yield stress,EXP,None,1073.0,366000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,compressive yield stress,EXP,None,1073.0,429000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,compressive yield stress,EXP,None,1073.0,503000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,compressive yield stress,EXP,None,1073.0,442000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,compressive yield stress,EXP,None,1273.0,146000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,compressive yield stress,EXP,None,1273.0,145000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,compressive yield stress,EXP,None,1273.0,163000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,compressive yield stress,EXP,None,1273.0,122000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,compressive yield stress,EXP,None,1473.0,57000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,compressive yield stress,EXP,None,1473.0,48000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,compressive yield stress,EXP,None,1473.0,42000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,compressive yield stress,EXP,None,1473.0,31000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,minimum compressive ductility,EXP,None,298.0,20.0,None,%,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,minimum compressive ductility,EXP,None,298.0,20.0,None,%,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,minimum compressive ductility,EXP,None,298.0,20.0,None,%,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,minimum compressive ductility,EXP,None,298.0,20.0,None,%,F6,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,minimum compressive ductility,EXP,None,1473.0,80.0,None,%,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,minimum compressive ductility,EXP,None,1473.0,80.0,None,%,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,minimum compressive ductility,EXP,None,1473.0,80.0,None,%,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,minimum compressive ductility,EXP,None,1473.0,80.0,None,%,F6,10.1016/j.jmrt.2023.09.289
None,Ti V Nb,BCC,VAM,None,UCS,EXP,None,1073.0,419000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)33 Zr1,BCC,VAM,None,UCS,EXP,None,1073.0,462000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)32.33 Zr3,BCC,VAM,None,UCS,EXP,None,1073.0,526000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,(Ti V Nb)31.66 Zr5,BCC,VAM,None,UCS,EXP,None,1073.0,482000000.0,None,Pa,F6,10.1016/j.jmrt.2023.09.289
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,density,EXP,None,298.0,6300.0,None,kg/m^3,None,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,compressive yield stress,EXP,None,298.0,1023000000.0,None,Pa,T2,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,compressive yield stress,EXP,None,1073.0,531000000.0,None,Pa,T2,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,compressive yield stress,EXP,None,1173.0,343000000.0,None,Pa,T2,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,compressive yield stress,EXP,None,1273.0,137000000.0,None,Pa,T2,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,compressive yield stress,EXP,None,1373.0,96000000.0,None,Pa,T2,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,compressive yield stress,EXP,None,1473.0,51000000.0,None,Pa,T2,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,minimum compressive ductility,EXP,None,298.0,50.0,None,%,F3f,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,minimum compressive ductility,EXP,None,1073.0,50.0,None,%,F3f,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,minimum compressive ductility,EXP,None,1173.0,50.0,None,%,F3f,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,minimum compressive ductility,EXP,None,1273.0,50.0,None,%,F3f,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,minimum compressive ductility,EXP,None,1373.0,50.0,None,%,F3f,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,minimum compressive ductility,EXP,None,1473.0,50.0,None,%,F3f,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,UCS,EXP,None,1073.0,574000000.0,None,Pa,F3d,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,UCS,EXP,None,1173.0,343000000.0,None,Pa,F3d,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,UCS,EXP,None,1273.0,144000000.0,None,Pa,F3d,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,UCS,EXP,None,1373.0,100000000.0,None,Pa,F3d,10.1007/s40195-024-01805-x
None,Nb38 Ti35 Al15 V6 Cr4 (TaHfMoW)0.5,BCC,AAM,None,UCS,EXP,None,1473.0,54000000.0,None,Pa,F3d,10.1007/s40195-024-01805-x
None,Mo45 Nb35 Ta5 V15,BCC,AAM+H,None,nanohardness,EXP,None,298.0,6860000000.0,220000000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,AAM+H,None,reduced elastic modulus,EXP,None,298.0,178000000000.0,6000000000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,AAM,None,hardness,EXP,None,298.0,4932921000.0,88263000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,AAM+H,None,hardness,EXP,None,298.0,4599483000.0,137298000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,AAM+H,None,compressive yield stress,EXP,None,298.0,752000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,AAM+H,None,UCS,EXP,None,298.0,852000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,AAM+H,None,compressive yield stress,EXP,None,1573.0,263000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,AAM+H,None,UCS,EXP,None,1573.0,304000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,AAM+H,None,density,EXP,None,298.0,9411.0,None,kg/m^3,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,None,None,reduced elastic modulus,DFT,None,None,186000000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo45 Nb35 Ta5 V15,BCC,None,None,B/G ratio,DFT,None,None,3.0434782609,None,None,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM+H,None,nanohardness,EXP,None,298.0,6850000000.0,90000000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM+H,None,reduced elastic modulus,EXP,None,298.0,136000000000.0,3000000000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM,None,hardness,EXP,None,298.0,4874079000.0,68649000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM+H,None,hardness,EXP,None,298.0,4677939000.0,88263000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM+H,None,compressive yield stress,EXP,None,298.0,974000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM+H,None,UCS,EXP,None,298.0,1210000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM+H,None,compressive yield stress,EXP,None,1573.0,253000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM+H,None,UCS,EXP,None,1573.0,270000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,AAM+H,None,density,EXP,None,298.0,9085.0,None,kg/m^3,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,None,None,reduced elastic modulus,DFT,None,None,147000000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo25 Nb50 V20 W5,BCC,None,None,B/G ratio,DFT,None,None,3.3859649123,None,None,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM+H,None,nanohardness,EXP,None,298.0,7200000000.0,140000000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM+H,None,reduced elastic modulus,EXP,None,298.0,158000000000.0,4000000000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM,None,hardness,EXP,None,298.0,5099640000.0,78456000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM+H,None,hardness,EXP,None,298.0,4707360000.0,156912000.0,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM+H,None,compressive yield stress,EXP,None,298.0,1053000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM+H,None,UCS,EXP,None,298.0,1198000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM+H,None,compressive yield stress,EXP,None,1573.0,480000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM+H,None,UCS,EXP,None,1573.0,673000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,AAM+H,None,density,EXP,None,298.0,9441.0,None,kg/m^3,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,None,None,reduced elastic modulus,DFT,None,None,173000000000.0,None,Pa,T2,10.1016/j.actamat.2023.118784
None,Mo30 Nb35 Ta5 V25 W5,BCC,None,None,B/G ratio,DFT,None,None,3.140625,None,None,T2,10.1016/j.actamat.2023.118784
T42,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,tensile yield stress,EXP,strain rate 1e-3,298.0,1030000000.0,None,Pa,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,tensile ductility,EXP,strain rate 1e-3,298.0,22.5,None,%,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,UTS,EXP,strain rate 1e-3,298.0,1017000000.0,None,Pa,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,tensile yield stress,EXP,strain rate 1e-3,673.0,681000000.0,None,Pa,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,tensile ductility,EXP,strain rate 1e-3,673.0,27.8,None,%,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,UTS,EXP,strain rate 1e-3,673.0,802000000.0,None,Pa,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,tensile yield stress,EXP,strain rate 1e-3,773.0,661000000.0,None,Pa,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,tensile ductility,EXP,strain rate 1e-3,773.0,16.8,None,%,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,UTS,EXP,strain rate 1e-3,773.0,767000000.0,None,Pa,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,tensile yield stress,EXP,strain rate 1e-3,873.0,636000000.0,None,Pa,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,tensile ductility,EXP,strain rate 1e-3,873.0,7.5,None,%,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,UTS,EXP,strain rate 1e-3,873.0,679000000.0,None,Pa,None,10.1016/j.msea.2024.147225
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,hardness,EXP,None,298.0,3599169000.0,33343800.0,Pa,None,10.1007/s12598-024-03153-2
None,Ti42 Hf21 Nb21 V16,BCC,LENS(DED),aka T42,nanohardness,EXP,None,298.0,4400000000.0,60000000.0,Pa,None,10.1007/s12598-024-03153-2
