Name:,Adam Krajewski
Email:,ak@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,700.0,0.0001472222,None,V/K,F3a,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,700.0,0.0001405556,None,V/K,F3a,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,700.0,0.0001383333,None,V/K,F3a,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,700.0,0.0001358333,None,V/K,F3a,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,700.0,0.0001336111,None,V/K,F3a,10.1080/21663831.2016.1244116
base,SnTeSePb1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,873.0,0.0001433333,None,V/K,F3a,10.1080/21663831.2016.1244116
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,873.0,0.0001816667,None,V/K,F3a,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,873.0,0.0001758333,None,V/K,F3a,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,873.0,0.0001758333,None,V/K,F3a,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,873.0,0.0001672222,None,V/K,F3a,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,seebeck coefficient,EXP,None,873.0,0.0001644444,None,V/K,F3a,10.1080/21663831.2016.1244116
base,SnTeSePb1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,0.0006477733,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,5.5061e-06,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,6.3158e-06,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,5.5061e-06,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,5.587e-06,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,6.1538e-06,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
base,SnTeSePb1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,3.46559e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,2.2753e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.98381e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.91903e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.85425e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.82996e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
base,SnTeSePb1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,5.4413e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,3.69231e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,2.5749e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,2.46964e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,2.38057e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,2.33198e-05,None,Ohm*m,F3b,10.1080/21663831.2016.1244116
base,SnTeSePb1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,1.7538028169,None,W/(m K),F4b,10.1080/21663831.2016.1244116
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,1.9397183099,None,W/(m K),F4b,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,1.981971831,None,W/(m K),F4b,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,2.0276056338,None,W/(m K),F4b,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,1.8991549296,None,W/(m K),F4b,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,300.0,1.9887323944,None,W/(m K),F4b,10.1080/21663831.2016.1244116
base,SnTeSePb1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,500.0,1.294084507,None,W/(m K),F4b,10.1080/21663831.2016.1244116
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,500.0,1.5374647887,None,W/(m K),F4b,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,500.0,1.6794366197,None,W/(m K),F4b,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,500.0,1.6591549296,None,W/(m K),F4b,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,500.0,1.5645070423,None,W/(m K),F4b,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,500.0,1.6354929577,None,W/(m K),F4b,10.1080/21663831.2016.1244116
base,SnTeSePb1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.1926760563,None,W/(m K),F4b,10.1080/21663831.2016.1244116
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.2738028169,None,W/(m K),F4b,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.4630985915,None,W/(m K),F4b,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.3549295775,None,W/(m K),F4b,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.2856338028,None,W/(m K),F4b,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,700.0,1.3616901408,None,W/(m K),F4b,10.1080/21663831.2016.1244116
base,SnTeSePb1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,1.5492957746,None,W/(m K),F4b,10.1080/21663831.2016.1244116
0.5La,SnTeSePb0.98La0.02,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,1.4157746479,None,W/(m K),F4b,10.1080/21663831.2016.1244116
1La,SnTeSePb0.96La0.04,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,1.5830985915,None,W/(m K),F4b,10.1080/21663831.2016.1244116
1.5La,SnTeSePb0.94La0.06,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,1.4056338028,None,W/(m K),F4b,10.1080/21663831.2016.1244116
2La,SnTeSePb0.92La0.08,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,1.3616901408,None,W/(m K),F4b,10.1080/21663831.2016.1244116
2.5La,SnTeSePb0.9La0.1,FCC,VAC+HT+WQ+A+BM+HIP+SPS,sealed in evacuated ampules then heated to 1373K for 6h with rocking for homogenity then quenched and annealed at 873K for 120h then powdered and consolidated at 823K for 5min into 20mm discs finally SPS-ed at 50MPa,electrical resistivity,EXP,None,873.0,1.4208450704,None,W/(m K),F4b,10.1080/21663831.2016.1244116
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,300.0,277.7777777778,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,300.0,738.8888888889,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,300.0,1738.8888888889,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,300.0,877.7777777778,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,300.0,688.8888888889,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,300.0,411.1111111111,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,300.0,450.0,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,400.0,233.3333333333,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,400.0,633.3333333333,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,400.0,1583.3333333333,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,400.0,700.0,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,400.0,588.8888888889,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,400.0,277.7777777778,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,400.0,300.0,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,500.0,188.8888888889,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,500.0,538.8888888889,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,500.0,1383.3333333333,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,500.0,650.0,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,500.0,716.6666666667,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,500.0,272.2222222222,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,coercivity,EXP,None,500.0,250.0,None,A/m,F9a,10.1002/admi.202201535
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,2.0,4.024e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,2.0,3.717e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,2.0,3.581e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,2.0,4.846e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,2.0,5.398e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,2.0,6.518e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,2.0,5.741e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,300.0,5.886e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,300.0,5.289e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,300.0,5.027e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,300.0,6.301e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu2.0,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,300.0,6.428e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu2.5,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,300.0,7.449e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu3.0,FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,300.0,6.59e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu0.6,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,6.645e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu0.8,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,5.967e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu1.0,BCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,5.614e-07,None,Ohm m,SF2,10.1002/admi.202201535
None,AlCoFeNiCu1.5,BCC+FCC+FCC,AAM+DC,suction casting into 5mm diameter by 25mm length ingots,electrical resistivity,EXP,None,400.0,6.898e-07,None,Ohm m,SF2,10.1002/admi.202201535
